experiment,quantity,grid_name,grid_value,arm,value,n,note
B,extremum_bootstrap_low,nu,NaN,AddConceptMax,37.343000000000004,2000,"S4bis fourth corollary: seed bootstrap envelope, descriptive, gating nothing"
B,extremum_bootstrap_high,nu,NaN,AddConceptMax,38.498024999999998,2000,S4bis fourth corollary
B,extremum_point,nu,NaN,AddConceptMax,37.899999999999999,2000,the published point value
B,extremum_bootstrap_low,nu,NaN,AddDataCensoredMin,2432.3277129315225,2000,"S4bis fourth corollary: seed bootstrap envelope, descriptive, gating nothing"
B,extremum_bootstrap_high,nu,NaN,AddDataCensoredMin,2778.5352478650593,2000,S4bis fourth corollary
B,extremum_point,nu,NaN,AddDataCensoredMin,2610.2314225053078,2000,the published point value
B,extremum_bootstrap_low,nu,NaN,AddDataCensoredMax,2854.8243580060425,2000,"S4bis fourth corollary: seed bootstrap envelope, descriptive, gating nothing"
B,extremum_bootstrap_high,nu,NaN,AddDataCensoredMax,3249.7076723560908,2000,S4bis fourth corollary
B,extremum_point,nu,NaN,AddDataCensoredMax,2998.7712609970677,2000,the published point value
B,extremum_bootstrap_low,nu,NaN,AddDataMin,1675.7767392059015,2000,"S4bis fourth corollary: seed bootstrap envelope, descriptive, gating nothing"
B,extremum_bootstrap_high,nu,NaN,AddDataMin,1877.3421315164614,2000,S4bis fourth corollary
B,extremum_point,nu,NaN,AddDataMin,1774.270303030303,2000,the published point value
B,extremum_bootstrap_low,nu,NaN,AddDataMax,2274.4757517083831,2000,"S4bis fourth corollary: seed bootstrap envelope, descriptive, gating nothing"
B,extremum_bootstrap_high,nu,NaN,AddDataMax,2604.0009183673469,2000,S4bis fourth corollary
B,extremum_point,nu,NaN,AddDataMax,2434.6100386100388,2000,the published point value
